cottonee,Grass,Fairy,Description not available yet
whimsicott,Grass,Fairy,Description not available yet
petilil,Grass,,Description not available yet
lilligant,Grass,,Description not available yet
basculin-red-striped,Water,,Description not available yet
sandile,Ground,Dark,Description not available yet
krokorok,Ground,Dark,Description not available yet
krookodile,Ground,Dark,Description not available yet
darumaka,Fire,,Description not available yet
darmanitan-standard,Fire,,Description not available yet
maractus,Grass,,Description not available yet
dwebble,Bug,Rock,Description not available yet
crustle,Bug,Rock,Description not available yet
scraggy,Dark,Fighting,Description not available yet
scrafty,Dark,Fighting,Description not available yet
sigilyph,Psychic,Flying,Description not available yet
yamask,Ghost,,Description not available yet
cofagrigus,Ghost,,Description not available yet
tirtouga,Water,Rock,Description not available yet
carracosta,Water,Rock,Description not available yet
archen,Rock,Flying,Description not available yet
archeops,Rock,Flying,Description not available yet
trubbish,Poison,,Description not available yet
garbodor,Poison,,Description not available yet
zorua,Dark,,Description not available yet
zoroark,Dark,,Description not available yet
minccino,Normal,,Description not available yet
cinccino,Normal,,Description not available yet
gothita,Psychic,,Description not available yet
gothorita,Psychic,,Description not available yet
gothitelle,Psychic,,Description not available yet
solosis,Psychic,,Description not available yet
duosion,Psychic,,Description not available yet
reuniclus,Psychic,,Description not available yet
ducklett,Water,Flying,Description not available yet
swanna,Water,Flying,Description not available yet
vanillite,Ice,,Description not available yet
vanillish,Ice,,Description not available yet
vanilluxe,Ice,,Description not available yet
deerling,Normal,Grass,Description not available yet
sawsbuck,Normal,Grass,Description not available yet
emolga,Electric,Flying,Description not available yet
karrablast,Bug,,Description not available yet
escavalier,Bug,Steel,Description not available yet
foongus,Grass,Poison,Description not available yet
amoonguss,Grass,Poison,Description not available yet
frillish,Water,Ghost,Description not available yet
jellicent,Water,Ghost,Description not available yet
alomomola,Water,,Description not available yet
joltik,Bug,Electric,Description not available yet
galvantula,Bug,Electric,Description not available yet
ferroseed,Grass,Steel,Description not available yet
ferrothorn,Grass,Steel,Description not available yet
klink,Steel,,Description not available yet
klang,Steel,,Description not available yet
klinklang,Steel,,Description not available yet
tynamo,Electric,,Description not available yet
eelektrik,Electric,,Description not available yet
eelektross,Electric,,Description not available yet
elgyem,Psychic,,Description not available yet
beheeyem,Psychic,,Description not available yet
litwick,Ghost,Fire,Description not available yet
lampent,Ghost,Fire,Description not available yet
chandelure,Ghost,Fire,Description not available yet
axew,Dragon,,Description not available yet
fraxure,Dragon,,Description not available yet
haxorus,Dragon,,Description not available yet
cubchoo,Ice,,Description not available yet
beartic,Ice,,Description not available yet
cryogonal,Ice,,Description not available yet
shelmet,Bug,,Description not available yet
accelgor,Bug,,Description not available yet
stunfisk,Ground,Electric,Description not available yet
mienfoo,Fighting,,Description not available yet
mienshao,Fighting,,Description not available yet
druddigon,Dragon,,Description not available yet
golett,Ground,Ghost,Description not available yet
golurk,Ground,Ghost,Description not available yet
pawniard,Dark,Steel,Description not available yet
bisharp,Dark,Steel,Description not available yet
bouffalant,Normal,,Description not available yet
rufflet,Normal,Flying,Description not available yet
braviary,Normal,Flying,Description not available yet
vullaby,Dark,Flying,Description not available yet
mandibuzz,Dark,Flying,Description not available yet
heatmor,Fire,,Description not available yet
durant,Bug,Steel,Description not available yet
deino,Dark,Dragon,Description not available yet
zweilous,Dark,Dragon,Description not available yet
hydreigon,Dark,Dragon,Description not available yet
larvesta,Bug,Fire,Description not available yet
volcarona,Bug,Fire,Description not available yet
cobalion,Steel,Fighting,Description not available yet
terrakion,Rock,Fighting,Description not available yet
virizion,Grass,Fighting,Description not available yet
tornadus-incarnate,Flying,,Description not available yet
thundurus-incarnate,Electric,Flying,Description not available yet
reshiram,Dragon,Fire,Description not available yet
zekrom,Dragon,Electric,Description not available yet
landorus-incarnate,Ground,Flying,Description not available yet
kyurem,Dragon,Ice,Description not available yet
keldeo-ordinary,Water,Fighting,Description not available yet
meloetta-aria,Normal,Psychic,Description not available yet
genesect,Bug,Steel,Description not available yet
chespin,Grass,,Description not available yet
quilladin,Grass,,Description not available yet
chesnaught,Grass,Fighting,Description not available yet
fennekin,Fire,,Description not available yet
braixen,Fire,,Description not available yet
delphox,Fire,Psychic,Description not available yet
froakie,Water,,Description not available yet
frogadier,Water,,Description not available yet
greninja,Water,Dark,Description not available yet
bunnelby,Normal,,Description not available yet
diggersby,Normal,Ground,Description not available yet
fletchling,Normal,Flying,Description not available yet
fletchinder,Fire,Flying,Description not available yet
talonflame,Fire,Flying,Description not available yet
scatterbug,Bug,,Description not available yet
spewpa,Bug,,Description not available yet
vivillon,Bug,Flying,Description not available yet
litleo,Fire,Normal,Description not available yet
pyroar,Fire,Normal,Description not available yet
flabebe,Fairy,,Description not available yet
floette,Fairy,,Description not available yet
florges,Fairy,,Description not available yet
skiddo,Grass,,Description not available yet
gogoat,Grass,,Description not available yet
pancham,Fighting,,Description not available yet
pangoro,Fighting,Dark,Description not available yet
furfrou,Normal,,Description not available yet
espurr,Psychic,,Description not available yet
meowstic-male,Psychic,,Description not available yet
honedge,Steel,Ghost,Description not available yet
doublade,Steel,Ghost,Description not available yet
aegislash-blade,Steel,Ghost,Description not available yet
spritzee,Fairy,,Description not available yet
aromatisse,Fairy,,Description not available yet
swirlix,Fairy,,Description not available yet
slurpuff,Fairy,,Description not available yet
inkay,Dark,Psychic,Description not available yet
malamar,Dark,Psychic,Description not available yet
binacle,Rock,Water,Description not available yet
barbaracle,Rock,Water,Description not available yet
skrelp,Poison,Water,Description not available yet
dragalge,Poison,Dragon,Description not available yet
clauncher,Water,,Description not available yet
clawitzer,Water,,Description not available yet
helioptile,Electric,Normal,Description not available yet
heliolisk,Electric,Normal,Description not available yet
tyrunt,Rock,Dragon,Description not available yet
tyrantrum,Rock,Dragon,Description not available yet
amaura,Rock,Ice,Description not available yet
aurorus,Rock,Ice,Description not available yet
sylveon,Fairy,,Description not available yet
hawlucha,Fighting,Flying,Description not available yet
dedenne,Electric,Fairy,Description not available yet
carbink,Rock,Fairy,Description not available yet
goomy,Dragon,,Description not available yet
sliggoo,Dragon,,Description not available yet
goodra,Dragon,,Description not available yet
klefki,Steel,Fairy,Description not available yet
phantump,Ghost,Grass,Description not available yet
trevenant,Ghost,Grass,Description not available yet
pumpkaboo-average,Ghost,Grass,Description not available yet
gourgeist-average,Ghost,Grass,Description not available yet
bergmite,Ice,,Description not available yet
avalugg,Ice,,Description not available yet
noibat,Flying,Dragon,Description not available yet
noivern,Flying,Dragon,Description not available yet
xerneas,Fairy,,Description not available yet
yveltal,Dark,Flying,Description not available yet
zygarde-50,Dragon,Ground,Description not available yet
diancie,Rock,Fairy,Description not available yet
hoopa-confined,Psychic,Ghost,Description not available yet
volcanion,Fire,Water,Description not available yet
rowlet,Grass,Flying,Description not available yet
dartrix,Grass,Flying,Description not available yet
decidueye,Grass,Ghost,Description not available yet
litten,Fire,,Description not available yet
torracat,Fire,,Description not available yet
incineroar,Fire,Dark,Description not available yet
popplio,Water,,Description not available yet
brionne,Water,,Description not available yet
primarina,Water,Fairy,Description not available yet
pikipek,Normal,Flying,Description not available yet
trumbeak,Normal,Flying,Description not available yet
toucannon,Normal,Flying,Description not available yet
yungoos,Normal,,Description not available yet
gumshoos,Normal,,Description not available yet
grubbin,Bug,,Description not available yet
charjabug,Bug,Electric,Description not available yet
vikavolt,Bug,Electric,Description not available yet
crabrawler,Fighting,,Description not available yet
crabominable,Fighting,Ice,Description not available yet
oricorio-baile,Fire,Flying,Description not available yet
cutiefly,Bug,Fairy,Description not available yet
ribombee,Bug,Fairy,Description not available yet
rockruff,Rock,,Description not available yet
lycanroc-midday,Rock,,Description not available yet
wishiwashi-solo,Water,,Description not available yet
mareanie,Poison,Water,Description not available yet
toxapex,Poison,Water,Description not available yet
mudbray,Ground,,Description not available yet
mudsdale,Ground,,Description not available yet
dewpider,Water,Bug,Description not available yet
araquanid,Water,Bug,Description not available yet
fomantis,Grass,,Description not available yet
lurantis,Grass,,Description not available yet
morelull,Grass,Fairy,Description not available yet
shiinotic,Grass,Fairy,Description not available yet
salandit,Poison,Fire,Description not available yet
salazzle,Poison,Fire,Description not available yet
stufful,Normal,Fighting,Description not available yet
bewear,Normal,Fighting,Description not available yet
bounsweet,Grass,,Description not available yet
steenee,Grass,,Description not available yet
tsareena,Grass,,Description not available yet
comfey,Fairy,,Description not available yet
oranguru,Normal,Psychic,Description not available yet
passimian,Fighting,,Description not available yet
wimpod,Bug,Water,Description not available yet
golisopod,Bug,Water,Description not available yet
sandygast,Ghost,Ground,Description not available yet
palossand,Ghost,Ground,Description not available yet
pyukumuku,Water,,Description not available yet
type-null,Normal,,Description not available yet
silvally,Normal,,Description not available yet
minior-meteor,Rock,Flying,Description not available yet
komala,Normal,,Description not available yet
turtonator,Fire,Dragon,Description not available yet
togedemaru,Electric,Steel,Description not available yet
mimikyu,Ghost,Fairy,Description not available yet
bruxish,Water,Psychic,Description not available yet
drampa,Normal,Dragon,Description not available yet
dhelmise,Ghost,Grass,Description not available yet
jangmo-o,Dragon,,Description not available yet
hakamo-o,Dragon,Fighting,Description not available yet
kommo-o,Dragon,Fighting,Description not available yet
tapu-koko,Electric,Fairy,Description not available yet
tapu-lele,Psychic,Fairy,Description not available yet
tapu-bulu,Grass,Fairy,Description not available yet
tapu-fini,Water,Fairy,Description not available yet
cosmog,Psychic,,Description not available yet
cosmoem,Psychic,,Description not available yet
solgaleo,Psychic,Steel,Description not available yet
lunala,Psychic,Ghost,Description not available yet
nihilego,Rock,Poison,Description not available yet
buzzwole,Bug,Fighting,Description not available yet
pheromosa,Bug,Fighting,Description not available yet
xurkitree,Electric,,Description not available yet
celesteela,Steel,Flying,Description not available yet
kartana,Grass,Steel,Description not available yet
guzzlord,Dark,Dragon,Description not available yet
necrozma,Psychic,,Description not available yet
magearna,Steel,Fairy,Description not available yet
marshadow,Fighting,Ghost,Description not available yet
poipole,Poison,,Description not available yet
naganadel,Poison,Dragon,Description not available yet
stakataka,Rock,Steel,Description not available yet
blacephalon,Fire,Ghost,Description not available yet
zeraora,Electric,,Description not available yet
meltan,Steel,,Description not available yet
melmetal,Steel,,Description not available yet
